id,bucket,source,disposition,category,headword,pos,ua,definitionUa,rationale,confidence,reviewer_agree
SB-1263,d_clean,clean-pool,clean,,vanish,v.,зникати,Стати невидимим або непомітно зникнути з поля зору.,,medium,
SB-1266,d_clean,clean-pool,clean,,vein,n.,вена,"Кровоносна судина, яка транспортує кров з капілярів назад до серця.",,medium,
SB-1270,d_clean,clean-pool,clean,,verify,v.,перевірити,Щоб підтвердити або перевірити правдивість або точність чогось.,,medium,
SB-1273,d_clean,clean-pool,clean,,vessel,n.,судно,"Судно для пересування по воді, повітрі або в космосі.",,medium,
SB-1274,d_clean,clean-pool,clean,,veteran,n.,ветеран,"Людина, яка служила в збройних силах, особливо старий солдат, який бачив довгу службу.",,medium,
SB-1275,d_clean,clean-pool,clean,,viable,adj.,життєздатний,"Можна зробити, можливо, практично, здійсненно.",,medium,
SB-1277,d_clean,clean-pool,clean,,vice,n.,порок,Погана або аморальна поведінка.,,medium,
SB-1280,d_clean,clean-pool,clean,,violate,v.,порушувати,Порушувати або нехтувати (правилом або конвенцією).,,medium,
SB-1282,d_clean,clean-pool,clean,,virtue,n.,чеснота,Відповідність моральним принципам; відповідність поведінки чи думки вимогам моралі; хороша моральна поведінка.,,medium,
SB-1288,d_clean,clean-pool,clean,,warehouse,n.,склад,"Місце для зберігання великої кількості продуктів. У логістиці це місце, куди продукти надходять від виробника до роздрібного продавця.",,medium,
SB-1289,d_clean,clean-pool,clean,,warfare,n.,війна,Ведення війни або збройного конфлікту проти ворога.,,medium,
SB-1291,d_clean,clean-pool,clean,,warrior,n.,воїн,"Людина, яка активно бере участь у битві, конфлікті чи війні; солдат чи комбатант.",,medium,
SB-1292,d_clean,clean-pool,clean,,weaken,v.,ослабити,Зробити слабшим або менш сильним.,,medium,
SB-1293,d_clean,clean-pool,clean,,weave,v.,плести,Сформувати щось шляхом пропускання відрізків або ниток матеріалу один під одним.,,medium,
SB-1302,d_clean,clean-pool,clean,,widen,v.,розширити,Зробити широким або ширшим.,,medium,
SB-1303,d_clean,clean-pool,clean,,widow,n.,вдова,"Особа, яка втратила чоловіка і не одружилася повторно:",,medium,
