id,word,pos,ua,definitionUa,source_stage,final_disposition,category,confidence,provenance,proposal_state,proposed_target,proposed_value
SB-1083,smash,v.,розбити,Сильно ламати (щось крихке).,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1085,soak,v.,замочити,Насичуватися рідиною шляхом занурення в неї.,r2-reconciliation,P1,voice-alignment,high,R2 A/B reconciliation (union-defect roster),present,both,"ua: замочувати; просочуватися | definitionUa: Занурювати в рідину, щоб добре намочити; також насичуватися рідиною."
SB-1086,soar,v.,парити,"Літати високо без зусиль, як птах.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1087,socialist,adj.,соціалістичний,"Відносно, підтримка чи пропаганда соціалізму.",r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Пов’язаний із соціалізмом або такий, що підтримує його."
SB-1089,solely,adv.,виключно,поодинці; виключно.,r2-reconciliation,P2,ui-formatting,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,Лише; без участі або впливу інших.
SB-1091,solidarity,n.,солідарність,"Узи єдності чи згоди між індивідами, об’єднаними навколо спільної мети або проти спільного ворога, як-от принцип об’єднання, який визначає робітничий рух; взаємопідтримка всередині групи.",consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1092,solo,"adj., n.",соло,"Робота або виконання, виконане однією особою.",r2-reconciliation,P1,pos-alignment,high,R2 A/B reconciliation (union-defect roster),present,both,ua: соло; сольний | definitionUa: Виконання однією особою; також призначений для одного виконавця.
SB-1094,sovereignty,n.,суверенітет,"Нації чи іншого державного устрою: стан здатний контролювати ресурси, самостійно приймати закони та іншим чином керувати собою без примусу чи згоди інших держав.",r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Право й здатність держави самостійно керувати собою, ухвалювати закони та контролювати свої ресурси."
SB-1095,spam,n.,спам,Небажані масові електронні повідомлення.,consensus-clean,consensus-clean-candidate,,,R2 Pass A/B consensus clean; awaits fresh acceptance sample,n/a,,
SB-1096,span,"v., n.",охоплювати; тривати,Протягнути через відстань між або впоперек.,r2-reconciliation,P1,pos-alignment,high,R2 A/B reconciliation (union-defect roster),present,both,ua: охоплювати; проміжок | definitionUa: Простягатися через відстань або тривати певний час; також сама відстань чи тривалість.
SB-1099,specialized,adj.,спеціалізований,Має високу кваліфікацію в конкретній галузі або спеціально адаптована до неї.,r2-reconciliation,P1,grammar-syntax,high,R2 A/B reconciliation (union-defect roster),present,definitionUa,"Такий, що має вузьку спеціалізацію або спеціально пристосований до певної галузі."
