id,word,pos,ua,definitionUa,disposition,category,evidence,confidence,provenance,proposed_target,proposed_value
SB-1122,stereotype,n.,стереотип,"Загальноприйняте, шаблонне та часто надто спрощене або перебільшене уявлення, думка чи образ (особи чи групи людей).",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1123,stimulus,n.,стимул,"Зовнішнє явище, яке впливає на систему, викликаючи або змінюючи внутрішнє явище; наприклад, поштовх або стимул, який спонукає людину вжити заходів або змінити поведінку.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1124,stir,v.,ворушити,"Порушувати взаємне розташування частинок (рідини чи подібного), пропускаючи через них предмет.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1125,storage,n.,зберігання,Акт зберігання товару; стан зберігання.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1129,strategic,adj.,стратегічний,Відносно стратегії.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1131,strip (long narrow piece),n.,смужка (довгий вузький шматок),"Довгий і вузький шматок матеріалу, землі або іншої поверхні.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1133,strive,v.,прагнути,Намагатися досягти результату; докладати напружених зусиль; намагатися щиро й наполегливо.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1135,stumble,v.,спотикатися,Спіткнутися або впасти; незграбно ходити.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1136,stun,v.,оглушити,"Виводити з ладу; особливо, викликаючи дезорієнтацію або втрату свідомості.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1137,submission,n.,подання,Акт подання або надання напр. завершена робота.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1139,subscription,n.,підписка,"Доступ до ресурсу на певний період часу, як правило, платний.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1140,subsidy,n.,субсидія,"Фінансова підтримка або допомога, наприклад грант.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1141,substantial,adj.,істотний,"Великі за розміром, кількістю або вартістю; достатній; значний.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1144,substitution,n.,заміна,Акт заміщення або стан заміщення.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1149,successor,n.,наступник,"Особа або річ, яка безпосередньо слідує за іншою у займанні посади чи титулу.",P1,russianism-calque,"'слідує за' and 'у займанні посади' are calqued, non-idiomatic constructions for succeeding someone in office.",high,Codex seed-20260914 blinded acceptance challenge,,
SB-1150,suck,v.,смоктати,"Використовувати рот і губи для втягування (рідини, особливо молока з грудей).",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
